Haralick1,Haralick2,Haralick3,Haralick4,Haralick5,Haralick6,Haralick7,Haralick8,Haralick9,Haralick10,Haralick11,Haralick12,Haralick13,Class
0.002253755,5.531776278,0.998972647,2692.94982,0.581829558,330.2410086,10766.2675,8.293340979,9.958246392,0.001170754,2.227115742,-0.638282414,0.999951404,0
0.001219218,7.059767154,0.998019852,1782.900788,0.423931946,260.9478785,7124.543384,8.110618951,10.41111348,0.000825348,2.538360312,-0.536649444,0.999737321,0
0.00197991,4.296982583,0.998735711,1699.42059,0.482323698,268.0253332,6793.385378,7.790908305,9.784815414,0.001253052,2.277009465,-0.560413062,0.999739839,0
0.003506912,2.529646268,0.998336725,760.5989682,0.636617497,309.3691323,3039.866227,7.611100221,8.975714679,0.001562177,1.815079114,-0.644587245,0.999893758,0
0.001451182,7.26803382,0.99773034,1601.429376,0.512505806,247.1468252,6398.44947,8.166379871,10.18288,0.001156004,2.312418637,-0.579488413,0.999860952,0
0.001037498,9.438038393,0.998004224,2364.623764,0.426344451,315.3202176,9449.057016,8.39701847,10.71493357,0.000794708,2.656844815,-0.552533048,0.999848619,0
0.000643716,67.59574911,0.975108728,1357.991035,0.210565936,275.015583,5364.368391,7.932207375,11.65586438,0.000333009,4.023688845,-0.322242899,0.99411911,0
0.001676899,4.998980808,0.9971578,879.3993428,0.450481752,275.7953431,3512.598391,7.676343695,9.782935067,0.001128658,2.347649263,-0.535707075,0.999573844,0
0.001183114,30.34433297,0.994888967,2968.790702,0.381528234,296.1275472,11844.81848,8.298272801,11.10152501,0.000629349,3.11797656,-0.484284149,0.999543963,0
0.000525219,29.08607808,0.993941351,2400.681012,0.332022909,213.1307783,9573.637972,8.506174793,11.47598198,0.000594118,3.202999683,-0.473175529,0.999553799,0
0.003373658,3.862655444,0.999342869,2939.527597,0.645680196,306.9095988,11754.24773,7.942779367,9.299083468,0.001599601,1.873380913,-0.663933642,0.999948208,0
0.000719035,9.144590893,0.998215055,2561.733796,0.430747034,232.6067059,10237.79059,8.57182914,10.94199627,0.000798509,2.698171215,-0.555787173,0.999882391,0
0.0014135,7.604722635,0.995519597,848.7329176,0.405242982,293.2945916,3387.326948,7.761951955,10.13336376,0.000941213,2.618565412,-0.502438885,0.999388997,0
0.00123677,16.94040566,0.993672802,1339.413837,0.422888685,249.2227207,5340.714943,8.029477785,10.6280381,0.000797746,2.926097943,-0.490789696,0.99943555,0
0.001129612,10.95035714,0.994672238,1027.79635,0.384131721,213.094878,4100.235041,7.894625591,10.36886476,0.001023405,2.774064891,-0.498282743,0.999419986,0
0.001041017,7.542346459,0.997602465,1572.963326,0.450241882,224.9143756,6284.310959,8.22219084,10.45449586,0.000894979,2.479951924,-0.553074891,0.99981577,0
0.005176352,1.39060912,0.999079644,755.8277411,0.720889701,285.6467182,3021.920355,7.635980473,8.657239841,0.001873696,1.537052088,-0.704060575,0.999954622,0
0.000565804,23.35925518,0.996320674,3174.850207,0.348004155,315.7675454,12676.04157,8.547491714,11.49052325,0.000552025,3.237728249,-0.479733837,0.99960897,0
0.001499797,6.985174173,0.997248641,1269.768933,0.486855673,255.6064646,5072.090557,7.975815946,10.06701886,0.001236559,2.401476024,-0.557672343,0.999770802,0
0.001684394,16.04082891,0.991856756,984.548949,0.443345612,254.8137518,3922.154967,7.879537905,10.28600186,0.000798252,2.817970574,-0.507710213,0.999483402,0
0.00176733,9.668480005,0.992616433,655.0768676,0.463366947,241.9576213,2610.63899,7.634905598,9.832689814,0.001099408,2.553257793,-0.520001845,0.999439163,0
0.000583888,29.1594704,0.990161153,1482.436965,0.280249267,255.0638465,5900.588391,8.209138817,11.29155288,0.000517108,3.413331554,-0.437186368,0.999009476,0
0.002339806,2.855877021,0.999111726,1608.172172,0.604397511,280.6988618,6429.832811,7.966439634,9.465490941,0.001400113,1.918419713,-0.643130122,0.999929474,0
0.004049878,9.99371539,0.983561933,304.3683891,0.527473442,123.89529,1207.479841,6.926337369,8.778849926,0.002071794,2.288985877,-0.522463639,0.998882171,0
0.004719075,2.227876871,0.999630558,3016.419849,0.709214869,312.7083935,12063.45152,7.993806894,9.023477498,0.001789844,1.647343569,-0.722847383,0.999980033,0
0.000612309,12.11162404,0.996988789,2011.533634,0.323095928,211.9731227,8034.022914,8.405823701,11.17966917,0.000624473,2.935900507,-0.491396189,0.999628685,0
0.000864526,21.01428358,0.991743628,1272.758206,0.318195822,318.1566651,5070.018539,8.058896402,10.94742506,0.000559308,3.258055335,-0.450880805,0.999091738,0
0.001094211,3.986074699,0.999206067,2510.736228,0.515539469,257.0811666,10038.95884,8.546265397,10.41755925,0.001067925,2.189604871,-0.619945408,0.999952787,0
0.000522899,23.29864497,0.9960102,2920.898637,0.298545738,296.1861794,11660.2959,8.499819778,11.55598443,0.000537387,3.214489341,-0.461274409,0.999449054,0
0.000881791,19.26306492,0.994931795,1901.03236,0.350498339,238.9656465,7584.866375,8.254542035,11.05880275,0.000631964,3.039762288,-0.477359204,0.999463596,0
0.001254074,4.120644967,0.999244689,2728.149785,0.496857461,284.511906,10908.47849,8.361663373,10.2871382,0.001148913,2.227208785,-0.603461615,0.999925727,0
0.000648979,15.00779235,0.996128471,1938.351562,0.335473988,290.9632051,7738.398454,8.40449763,11.19349567,0.000615565,2.974617068,-0.489830414,0.999624377,0
0.001220851,3.107629701,0.999563087,3556.411361,0.539681233,233.1828853,14222.53782,8.541321615,10.2915608,0.001115325,2.063246812,-0.636288208,0.999964076,0
0.000539924,15.07797679,0.996859708,2400.819248,0.303092846,288.4538688,9588.199015,8.468120475,11.36470437,0.00056569,3.046709462,-0.479225521,0.999584744,0
0.001237343,5.191153213,0.999381798,4198.716942,0.475491651,244.8102897,16789.67662,8.453663828,10.46354192,0.001031968,2.363195358,-0.597154015,0.999926154,0
0.002232091,10.99313549,0.975889797,228.0085803,0.375753627,88.42061016,901.0411859,6.786980237,9.245876641,0.000752119,2.676144175,-0.406533139,0.995261336,0
0.001077126,6.991003808,0.99805958,1801.355759,0.387108141,325.8425868,7198.432031,8.188005503,10.58796685,0.000778427,2.584151735,-0.52775597,0.999728713,0
0.001288586,4.35127893,0.999123058,2481.31774,0.463167546,314.1988119,9920.919682,8.220492802,10.26102402,0.001030331,2.286195738,-0.580032308,0.999877258,0
0.002069151,2.226509213,0.99940224,1862.669344,0.585670351,289.8883173,7448.450865,8.200176786,9.719135832,0.001306078,1.881303755,-0.650710638,0.999954089,0
0.001277073,6.755397897,0.999114822,3816.856556,0.542340605,282.2852528,15260.67082,8.616272435,10.44914927,0.001124793,2.227570046,-0.628506454,0.999961771,0
0.000805028,26.05740707,0.990039175,1308.347647,0.276925017,285.2899963,5207.333179,8.001908238,11.16361423,0.000492685,3.328695477,-0.408623302,0.998239287,0
0.001485535,6.295599606,0.99713428,1098.754514,0.500589402,244.177369,4388.722458,8.055640698,10.11301898,0.00098989,2.344804091,-0.567075281,0.999817218,0
0.001464639,4.078075527,0.998722188,1595.924648,0.506873856,318.8585252,6379.620518,8.13894385,10.0542416,0.001103358,2.210477558,-0.592450711,0.999883416,0
0.005542658,1.130562085,0.999885394,4933.078515,0.787093144,331.9230687,19731.1835,8.154367181,8.900318145,0.001962604,1.385497855,-0.787784202,0.999994979,0
0.004108243,1.622727093,0.999601512,2036.454287,0.679485476,337.0277129,8144.194422,7.95667606,9.130438316,0.001656381,1.700199106,-0.695688553,0.99996826,0
0.001890662,6.68677207,0.999066385,3581.636688,0.539148967,298.1148641,14319.85998,8.489759015,10.34091495,0.001033997,2.339841754,-0.620442598,0.999950295,0
0.001571601,5.482706764,0.996792424,855.1578198,0.460918439,229.0334722,3415.148573,7.779832573,9.898358292,0.001245327,2.37303694,-0.541135282,0.999627121,0
0.001719085,2.716336493,0.999022666,1389.745866,0.564951992,221.4127529,5556.267127,8.135507052,9.764303978,0.001445326,1.975911467,-0.632484448,0.999934984,0
0.000599657,9.963662587,0.99818986,2752.568449,0.33849765,259.0746207,11000.31014,8.493124279,11.15426918,0.00070252,2.812358352,-0.512543632,0.999753671,0
0.000514664,28.39607824,0.9912079,1615.265586,0.276997997,301.7595652,6432.666267,8.276421202,11.47892471,0.000500853,3.369462659,-0.424038365,0.998869527,0
0.000445662,20.60905589,0.996786042,3207.601321,0.293318032,289.93523,12809.79623,8.600660446,11.65619221,0.000555417,3.215683024,-0.468342544,0.999553729,0
0.002618346,9.922811127,0.999009214,5007.936903,0.543036734,309.0622994,20021.8248,8.480384015,10.39673354,0.00094846,2.547629334,-0.616318146,0.999947764,0
0.002141128,8.095069847,0.997827951,1863.549006,0.432062733,306.0906862,7446.100955,7.846451135,10.09173669,0.000817607,2.60666806,-0.526955387,0.999601077,0
0.0024973,4.273934826,0.99845222,1381.246845,0.546605478,303.3083082,5520.713447,7.865392216,9.635817586,0.001138655,2.137188911,-0.597190402,0.999850996,0
0.000307105,75.44340995,0.9820209,2098.435848,0.212937159,235.0662667,8318.299983,8.456927658,12.24008467,0.000340942,3.947554646,-0.361835683,0.997559846,0
0.002196952,6.115814607,0.991426088,356.6666145,0.410937978,140.020853,1420.550643,7.062619224,9.34080235,0.001103378,2.478148631,-0.461733025,0.998017659,0
0.00067684,18.37362735,0.995355318,1978.052782,0.318022564,226.5176796,7893.837502,8.352206976,11.27629205,0.000584892,3.138841474,-0.466997072,0.99944048,0
0.00201018,2.684201716,0.99876878,1090.191983,0.556907475,188.6017492,4358.083729,7.983344121,9.629083298,0.001549259,1.973790884,-0.622332097,0.999909474,0
0.000625883,16.51659124,0.995368737,1783.146466,0.325584607,277.9126167,7116.069272,8.32327085,11.20314868,0.000608063,3.060835846,-0.47128365,0.99945358,0
0.00153701,7.776742036,0.996538091,1123.359427,0.498864644,240.7457418,4485.660968,7.925947603,9.988108318,0.000991717,2.360657203,-0.558556274,0.999761418,0
0.000658689,20.51104533,0.99225349,1324.020323,0.273712007,218.3821071,5275.570246,7.972302183,11.10250959,0.000654326,3.279215043,-0.409387322,0.998248361,0
0.004426454,1.574533827,0.999161439,939.2292348,0.685326793,212.1873554,3755.342405,7.598080692,8.735350575,0.002517801,1.638063868,-0.681868471,0.999935267,0
0.000792852,11.53525096,0.998604034,4131.557778,0.455081078,265.4072531,16514.69586,8.72441443,11.07659206,0.00082446,2.676760594,-0.566898248,0.999913809,0
0.000689627,11.61686969,0.997008206,1941.543499,0.342648557,176.9485305,7754.557128,8.286041728,10.98341065,0.000789912,2.893564964,-0.494263317,0.9996015,0
0.000711639,18.18811156,0.996528192,2619.461128,0.359976767,277.6879867,10459.6564,8.429852606,11.22587791,0.000687505,3.028871327,-0.490852627,0.999627663,0
0.000381617,37.38215872,0.991408367,2175.592048,0.200160303,288.3406953,8664.986033,8.306074729,11.92248357,0.000386538,3.707147642,-0.371025565,0.997737084,0
0.000523157,33.51513409,0.991647469,2006.99815,0.231927209,265.3475327,7994.477466,8.241922344,11.64086427,0.000441933,3.570386807,-0.395149034,0.998257721,0
0.000524636,21.76927068,0.993348165,1636.526781,0.250705122,236.553831,6524.337852,8.192769447,11.40682608,0.000529092,3.332347818,-0.415510445,0.998656554,0
0.000918147,17.64653891,0.988498229,767.2382629,0.300963104,189.9211494,3051.306513,7.783632819,10.77892307,0.000624398,3.148451005,-0.412631015,0.998011769,0
0.000538216,14.76640161,0.997116858,2561.003751,0.302048402,258.2693864,10229.2486,8.463500638,11.38606103,0.000581062,3.067080245,-0.475318077,0.99955859,0
0.001106361,7.050402204,0.998311825,2088.452743,0.43941229,289.0559064,8346.76057,8.309949096,10.55148693,0.000955256,2.50665192,-0.557296806,0.999840974,0
0.000346102,96.2729618,0.974112875,1859.697178,0.211469387,277.0584707,7342.515751,8.325971687,12.16587424,0.000324171,4.066797217,-0.34513328,0.996663166,0
0.001530325,11.61011498,0.995864416,1403.884132,0.504940733,197.1538953,5603.926412,8.013760141,10.20570941,0.000902315,2.573750259,-0.549980787,0.999760835,0
0.001317855,13.32647895,0.996397889,1849.898286,0.347269902,363.6570944,7386.266667,7.859442715,10.58675971,0.000672409,2.967420021,-0.45921092,0.999046464,0
0.002041764,2.379858684,0.999537879,2575.217821,0.606769659,296.7652695,10298.49142,8.389508476,9.822987184,0.001306591,1.90250982,-0.672361042,0.99997421,0
0.00123317,7.334980948,0.998308399,2168.178256,0.417471237,319.8202091,8665.378044,8.154975287,10.4524315,0.000893438,2.587094231,-0.539992612,0.999762801,0
0.001249561,7.561162348,0.998924541,3515.456144,0.585669103,275.6062507,14054.26341,8.641558397,10.37644298,0.001154224,2.160634318,-0.644495844,0.999971869,0
0.001845977,7.2039945,0.997736118,1591.464314,0.490419605,303.6280782,6358.65326,8.04803085,10.12472048,0.000947543,2.427525758,-0.56385433,0.999803987,0
0.000751961,26.93979083,0.989542255,1288.229217,0.279353042,205.4380251,5125.977079,7.933963492,11.16930254,0.000534273,3.389920327,-0.391221845,0.997610977,0
0.001000856,9.969416594,0.998648836,3689.61238,0.408222392,280.5751821,14748.48011,8.504980038,10.99121327,0.000733017,2.748675779,-0.538614262,0.999835037,0
0.001333781,6.366945974,0.999114866,3596.665195,0.493104058,333.3079285,14380.29383,8.50660795,10.52687881,0.000931241,2.406828705,-0.598283329,0.99993286,0
0.005238652,0.751004342,0.99971719,1327.854696,0.768295972,142.2554185,5310.667778,7.559052718,8.32385437,0.002569533,1.311059758,-0.747923145,0.999974197,0
0.001492173,4.835765841,0.998952569,2308.934479,0.525422979,253.3239199,9230.902149,8.249044486,10.12272366,0.001054429,2.248120072,-0.604882385,0.999916514,0
0.000998371,23.83750448,0.989039713,1087.632539,0.351622085,219.7502204,4326.692653,7.951998112,10.83033303,0.000761796,3.221250751,-0.445077319,0.998910035,0
0.001777648,2.616674513,0.999562529,2990.848818,0.577717581,282.5724549,11960.7786,8.346518631,9.897846526,0.001260631,1.94929052,-0.653577958,0.999963815,0
0.000568082,31.94186902,0.976877127,690.6805076,0.207318018,268.3995557,2730.780161,7.60477751,11.09938549,0.00046412,3.599829824,-0.32649844,0.993059905,0
